ano,mes,nome_receita,arrecadado
2022,1,Contribuição para o Custeio do Serviço de Iluminação Pública - Principal,660326.41
2022,1,Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal,19135.85
2022,1,Cota-Parte do Fundo Especial do Petróleo FEP - Principal,93117.36
2022,1,Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de Dezembro,0.0
2022,1,Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de Julho,0.0
2022,1,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,3537433.11
2022,1,Cota-Parte do ICMS - Principal,7354544.280000001
2022,1,Cota-Parte do IPI - Municípios - Principal,74714.12
2022,1,Cota-Parte do IPVA - Principal,576128.1799999999
2022,1,Cota-Parte do Imposto Sobre Operações de Crédito,455.94
2022,1,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,2985.29
2022,1,DÍvida Ativa - Multas e Juros - Outras Receitas - Primárias,27721.78
2022,1,DÍvida Ativa - Multas e Juros de Mora da DÍvida Ativa - Imposto sobre Serviços de Qualquer Natureza - ISSQN,14708.04
2022,1,DÍvida Ativa - Outras Receitas - Primárias,38026.54
2022,1,Dívida Ativa - Imposto sobre Serviços de Qualquer Natureza - ISSQN,52243.85
2022,1,Dívida Ativa - Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis,0.0
2022,1,Dívida Ativa - Imposto sobre a Propriedade Predial e Territorial Urbana,261006.78
2022,1,"Dívida Ativa - Multas e Juros - Taxas de Inspeção, Controle e Fiscalização",0.0
2022,1,Dívida Ativa - Multas e Juros de Mora da Dívida Ativa - Imposto sobre a Propriedade Predial e Territorial Urbana,167531.12
2022,1,"Dívida Ativa - Taxas de Inspeção, Controle e Fiscalização",0.0
2022,1,Emendas Parlamentares Impositivas - Transferências Correntes do Estado,0.0
2022,1,Emendas Parlamentares Impositivas - Transferências de Capital do Estado,0.0
2022,1,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal,4482562.77
2022,1,Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal,821283.3
2022,1,Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,1934305.86
2022,1,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,79.99
2022,1,Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal,183108.28
2022,1,Incentivo Financeiro aos Municípios para Execução de Ações de Vigilância Sanitária,0.0
2022,1,Incentivo Financeiro aos Municípios para a Vigilância Em Saúde - Despesas Diversas,0.0
2022,1,Incentivo Financeiro as Ações de Vigilância e Prevenção e Controle das DST/AIDS e Hepatites Virais,0.0
2022,1,Inscrição em Concursos e Processos Seletivos - Principal,0.0
2022,1,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Civil,0.0
2022,1,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Militar,0.0
2022,1,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Prefeitura,0.0
2022,1,Leitos de Enfermaria Clinica de Retaguarda - MAC - Federal,25854.17
2022,1,Multas Administrativas por Danos Ambientais - Principal,0.0
2022,1,Multas Previstas em Legislação EspecÍfica - Principal,0.0
2022,1,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,23646.33
2022,1,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,23646.33
2022,1,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,77589.03
2022,1,Multas e Juros - Contribuição de Melhoria,0.0
2022,1,Multas e Juros - Outras Receitas - Primárias,3452.16
2022,1,Multas e Juros da DÍvida Ativa - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis,0.0
2022,1,Multas e Juros de Mora -  Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis,0.0
2022,1,Multas e Juros de Mora - Imposto sobre Serviços de Qualquer Natureza - ISSQN,15573.57
2022,1,Multas e Juros de Mora - Imposto sobre a Propriedade Predial e Territorial Urbana,6147.98
2022,1,Multas e Penalidades Aplicadas no Transporte Público,0.0
2022,1,Operações de Crédito Contratuais - Mercado Interno - Principal,0.0
2022,1,Outras Multas Previstas em Legislação Específica - Principal,0.0
2022,1,Outras Participações na Receita dos Estados,0.0
2022,1,Outras Receitas - Primárias - Principal,7060.9
2022,1,Outras Restituições - Principal,8521.37
2022,1,Outras Taxas pela Prestação de Serviços,35609.17
2022,1,Outras Transferências SUAS Estado Investimento,0.0
2022,1,Outras Transferências de Convênios da União e de Suas Entidades - Principal,0.0
2022,1,Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal,0.0
2022,1,Outras Transferências de Recursos da União e de suas Entidades - Principal,0.0
2022,1,Outros Serviços,0.0
2022,1,Outros Serviços Administrativos e Comerciais Gerais,0.0
2022,1,Piso Básico Fixo,0.0
2022,1,Piso Fixo de Média Complexidade - ABORDAGEM SOCIAL,0.0
2022,1,Piso Fixo de Média Complexidade - MSE,0.0
2022,1,Piso Fixo de Média Complexidade - PAEFI,0.0
2022,1,Piso de Transição de Média Complexidade,0.0
2022,1,Programa Bolsa Família - IGDBF/SUAS,0.0
2022,1,Programa IGD/SUAS,0.0
2022,1,Programa de Ações Estratégicas do Programa de Erradicação do Trabalho Infantil,0.0
2022,1,Programa do Piso de Alta Complexidade I - Criança/ Adolescente,0.0
2022,1,"Receitas Intra-Orçamentárias/Serviços de Captação,Adução,Tratamento...",24537.54
2022,1,Recurso Centro de Atendimento Psicossocial - CAPS,28305.0
2022,1,Recurso Centro de Especialidades Odontológicas - CEO - Estadual,5067.86
2022,1,Recurso Estratégia Saúde da Família - Estadual,0.0
2022,1,Recurso Farmácia Básica - Estadual,35883.44
2022,1,"Recurso Medicamento, Diabete, Asma e Renite - HIPERDIA - Estadual",0.0
2022,1,Recurso NASF - Estadual,50734.8
2022,1,Recurso da Média e Alta Complexidade Ambulatorial - MAC - Estadual,0.0
2022,1,Recurso da Média e Alta Complexidade Ambulatorial - MAC - Federal,294530.05
2022,1,Recursos Piso de Atenção Básica - PAB - Estadual,13513.08
2022,1,Recuso Estratégia Saúde Bucal - Estadual,0.0
2022,1,Remuneração de AplicaçÃµes de Recursos Outras Transferências da União,0.61
2022,1,Remuneração de Aplicações de Emendas Parlamentares Impositivas - Transferências do Estado,7805.150000000001
2022,1,Remuneração de Aplicações de Outras Transferências do FNDE,0.0
2022,1,Remuneração de Aplicações de Recursos CIDE,0.0
2022,1,Remuneração de Aplicações de Recursos COSIP,34395.11
2022,1,Remuneração de Aplicações de Recursos Convênio Polícia Civil,646.65
2022,1,Remuneração de Aplicações de Recursos Convênio Polícia Militar,0.0
2022,1,Remuneração de Aplicações de Recursos Convênio Trânsito Prefeitura,1626.83
2022,1,Remuneração de Aplicações de Recursos Convênios Estado Educação,0.0
2022,1,Remuneração de Aplicações de Recursos Convênios Estado Outros,956.67
2022,1,Remuneração de Aplicações de Recursos Convênios União Educação,3361.03
2022,1,Remuneração de Aplicações de Recursos Convênios União Outros,46703.13
2022,1,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,8761.89
2022,1,Remuneração de Aplicações de Recursos FIA Imposto de Renda,9986.4
2022,1,Remuneração de Aplicações de Recursos FUNDEB,31612.07
2022,1,Remuneração de Aplicações de Recursos Operações de Crédito,39186.09
2022,1,Remuneração de Aplicações de Recursos PDDE,0.0
2022,1,Remuneração de Aplicações de Recursos PNAE,4292.99
2022,1,Remuneração de Aplicações de Recursos PNATE,303.27
2022,1,Remuneração de Aplicações de Recursos SALARIO EDUCAÇÃO,52866.04
2022,1,Remuneração de Aplicações de Recursos SESAN,30030.76
2022,1,Remuneração de Aplicações de Recursos de Convênios - Estado/Assistência Social,0.0
2022,1,Remuneração de Aplicações de Recursos de Convênios - União/Assistência Social,0.0
2022,1,Remuneração de Aplicações de Recursos do SUAS/Estado,2827.92
2022,1,Remuneração de Aplicações de Recursos do SUAS/União,9595.25
2022,1,Remuneração de Aplicações de Recursos não Vinculados,478837.93
2022,1,Remuneração de Recursos do RPPS - Aplicação no Exterior,0.0
2022,1,Remuneração dos Recursos do  RPPS - Fundo Imobiliário,7920.1
2022,1,Remuneração dos Recursos do  RPPS - Renda Fixa,270780.37
2022,1,Remuneração dos Recursos do  RPPS - Renda Variavel,3545489.38
2022,1,Restituição de Despesas de Exercícios Anteriores,0.0
2022,1,Serviço de Atendimento Móvel de Urgência - SAMU - Federal,21919.0
2022,1,Serviço de Convivência e Fortalecimento de Vínculos,0.0
2022,1,Serviços Administrativos e Comerciais Gerais PM Bombeiros,0.0
2022,1,Serviços Agropecuários,9025.52
2022,1,Serviços de Atendimento á Saúde Outros Serviços de Saúde,0.0
2022,1,"Serviços de Captação, Adução, Tratamento, Reserva e Distribuição de água",1925570.05
2022,1,Serviços de Cemitério,0.0
2022,1,Serviços de Limpeza de Terrenos Baldios,0.0
2022,1,Serviços de Registro,185567.66
2022,1,"Serviços de Registro, Certificação e Fiscalização Intra Orçamentárias",0.0
2022,1,"Taxa de Apreensão, Depósito ou Liberação de Animais",0.0
2022,1,Taxa de Fiscalização de Vigilância Sanitária,47525.09
2022,1,Taxa de Licença para Execução de Obras,52023.52
2022,1,"Taxa de Licença para Func. Estab.Com., Indústrias e Prestadoras de Serviços",371274.13
2022,1,Taxa de Regularizaçao de Imoveis,59258.04
2022,1,Taxas de Fiscalizalização de Ocupação e Permanencia Publica,0.0
2022,1,Taxas de Fiscalização de Anúncios,0.0
2022,1,"Taxas de Fiscalização de Temporada, Eventual e Ambulante",0.0
2022,1,"Taxas de Inspeção, Controle e Fiscalização - Multas e Juros",0.0
2022,1,Taxas pela Prestação de Serviços - Expediente,13043.31
2022,1,Taxas pela Prestação de Serviços - Principal,0.0
2022,1,Transferência Financeira do ICMS Desoneração  L.C. Nº 87/96 - Principal,19646.25
2022,1,Transferência de Recursos do SUS - CORONAVIRUS (COVID-19),92785.3
2022,1,Transferência de Recursos do SUS - Gestão do SUS,0.0
2022,1,Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola PDDE - Principal,0.0
2022,1,Transferências SUAS Estado - Abrigo Municipal Investimento,0.0
2022,1,Transferências SUAS Estado - BENEFICIO EVENTUAL VULNERABILIDADE MOMENTANEA ESTADO - CUSTEIO,0.0
2022,1,Transferências SUAS Estado - Beneficios Eventuais,0.0
2022,1,Transferências SUAS Estado - CRAS Custeio,0.0
2022,1,Transferências SUAS Estado - CRAS Investimento,0.0
2022,1,Transferências SUAS Estado - CREAS Custeio,0.0
2022,1,Transferências SUAS Estado - CREAS Investimento,0.0
2022,1,Transferências SUAS Estado - Custeio do Abrigo Municipal,0.0
2022,1,Transferências de Convénio da União destinadas a Programas de Educação - Principal,0.0
2022,1,Transferências de Convênio da União para o Sistema único de Saúde  SUS - Principal,0.0
2022,1,Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,0.0
2022,1,Transferências de Convênios da União Destinadas a Programas de Educação - Principal,0.0
2022,1,Transferências de Convênios da União para o Sistema Único de Saúde SUS - Principal,0.0
2022,1,Transferências de Convênios dos Estados Destinadas a Programas de Educação - Principal,0.0
2022,1,Transferências de Convênios dos Estados e DF para o Sistema Único de Saúde SUS - Principal,0.0
2022,1,Transferências de Instituições Privadas,0.0
2022,1,Transferências de Pessoas Físicas para Órgãos e Entidades da União - Principal,0.0
2022,1,Transferências de Recursos SUS - Atenção Primária - Agentes Comunitárias de Saúde,150000.0
2022,1,Transferências de Recursos do Fundo Nacional de Assistência Social FNAS - Principal,0.0
2022,1,Transferências de Recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação FUNDEB - Princ,10476997.13
2022,1,Transferências de Recursos do Sistema único de Saúde  SUS destinados à  Atenção Básica - Principal,0.0
2022,1,Transferências de Recursos do Sistema único de Saúde  SUS destinados à  Gestão e Desenvolvimento de Tecnologias em Saúde no SUS - Principal,0.0
2022,1,Transferências de Recursos do Sistema único de Saúde  SUS destinados à  Vigilância em Saúde - Principal,0.0
2022,1,Transferências do Salário-Educação - Principal,1257066.99
2022,1,Transferências referentes ao Programa Nacional de Alimentação Escolar PNAE - Principal,0.0
2022,1,Transferências referentes ao Programa Nacional de Apoio ao Transporte do Escolar PNATE - Principal,0.0
2022,1,Ônus de Sucumbência - Principal,51728.2
2022,2,Alienação de Bens Móveis e Semoventes - Principal,0.0
2022,2,Aplicação Financeira Bloco Assistência Farmacêutica,0.0
2022,2,Aplicação Financeira Bloco Atenção Básica,49254.22
2022,2,Aplicação Financeira Bloco Atenção de Média e Alta Complexidade Ambulatorial e Hospitalar,11056.3
2022,2,Aplicação Financeira Bloco Gestão do SUS,4.02
2022,2,Aplicação Financeira Bloco Vigilância em Saúde,430.44
2022,2,Aplicação Financeira de Recursos Vinculados Estado Saúde,283.67
2022,2,Aplicação Financeira de Recursos Vinculados SUS Estado,5794.93
2022,2,Aplicação Financeira de Recursos Vinculados União Saúde,237.72
2022,2,Aportes Periódicos para Amortização de Déficit Atuarial do Regimes Próprios de Previdência e Sistema de Proteção Social - Principal,410282.78
2022,2,Assistência Farmacêutica e Insumos Estratégicos na Atenção Básica em Saúde,40058.54
2022,2,Assistência Financeira Complementar aos Municípios para Agentes de Combate as Endemias,15500.0
2022,2,Atenção Básica - Agentes Comunitários de Saúde,89900.0
2022,2,Atenção Básica - Incentivo Financeiro da APS - Capitacão Ponderada,248153.57
2022,2,Atenção Básica - Incentivo Financeiro da ASP - Desempenho,38151.75
2022,2,Atenção Básica - Incentivo para Ações Estratégicas,57209.88
2022,2,Atenção Básica - Programa de Informatização da APS,13600.0
2022,2,Compensações Financeiras entre os Regimes de Previdência - União,124961.76
2022,2,"Concessão, Permissão, Autorização ou Cessão do Direito de Uso de Bens Imóveis Públicos",7314.4
2022,2,Contribuição Patronal - Servidor Civil - Inativo - Principal,0.0
2022,2,Contribuição Patronal - Servidor Civil - Pensionistas - Principal,0.0
2022,2,Contribuição Patronal - Servidor Civil Ativo - Principal,1684166.69
2022,2,Contribuição de Melhoria para Pavimentação e Obras Complementares - Principal,0.0
2022,2,Contribuição do Servidor Civil - Pensionistas - Principal,4770.96
2022,2,Contribuição do Servidor Civil Ativo - Principal,1275357.11
2022,2,Contribuição do Servidor Civil Inativo - Principal,65251.08
2022,2,Contribuição para o Custeio do Serviço de Iluminação Pública - Principal,789418.05
2022,2,Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal,0.0
2022,2,Cota-Parte do Fundo Especial do Petróleo FEP - Principal,88425.35
2022,2,Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de Dezembro,0.0
2022,2,Cota-Parte do Fundo de Participação dos Municípios - 1% Cota entregue no mês de Julho,0.0
2022,2,Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal,4937958.32
2022,2,Cota-Parte do ICMS - Principal,7178823.52
2022,2,Cota-Parte do IPI - Municípios - Principal,66806.51000000001
2022,2,Cota-Parte do IPVA - Principal,761934.81
2022,2,Cota-Parte do Imposto Sobre Operações de Crédito,0.0
2022,2,Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal,2958.92
2022,2,DÍvida Ativa - Multas e Juros - Outras Receitas - Primárias,29553.89
2022,2,DÍvida Ativa - Multas e Juros de Mora da DÍvida Ativa - Imposto sobre Serviços de Qualquer Natureza - ISSQN,9040.01
2022,2,DÍvida Ativa - Outras Receitas - Primárias,49590.16
2022,2,Dívida Ativa - Imposto sobre Serviços de Qualquer Natureza - ISSQN,27593.08
2022,2,Dívida Ativa - Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis,183.32
2022,2,Dívida Ativa - Imposto sobre a Propriedade Predial e Territorial Urbana,293223.87
2022,2,"Dívida Ativa - Multas e Juros - Taxas de Inspeção, Controle e Fiscalização",0.0
2022,2,Dívida Ativa - Multas e Juros de Mora da Dívida Ativa - Imposto sobre a Propriedade Predial e Territorial Urbana,200452.54
2022,2,"Dívida Ativa - Taxas de Inspeção, Controle e Fiscalização",0.0
2022,2,Emendas Parlamentares Impositivas - Transferências Correntes do Estado,0.0
2022,2,Emendas Parlamentares Impositivas - Transferências de Capital do Estado,0.0
2022,2,Implementaçao de Politicas de Promoçao da Equidade em Saude - SAPS,16800.0
2022,2,Imposto sobre Serviços de Qualquer Natureza - ISSQN - Principal,4126124.81
2022,2,Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis - Principal,1064870.22
2022,2,Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,11302192.9
2022,2,Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,14570.38
2022,2,Imposto sobre a Renda - Retido na Fonte - Trabalho - Principal,1242299.57
2022,2,Incentivo Financeiro aos Municípios para Execução de Ações de Vigilância Sanitária,8573.4
2022,2,Incentivo Financeiro aos Municípios para a Vigilância Em Saúde - Despesas Diversas,47679.93
2022,2,Incentivo Financeiro as Ações de Vigilância e Prevenção e Controle das DST/AIDS e Hepatites Virais,15666.64
2022,2,Inscrição em Concursos e Processos Seletivos - Principal,0.0
2022,2,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Civil,0.0
2022,2,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Militar,0.0
2022,2,Intra Orçamentárias - Multas Previstas na Legislação Convênio Trânsito - Prefeitura,0.0
2022,2,Leitos de Enfermaria Clinica de Retaguarda - MAC - Federal,25854.17
2022,2,Multas Administrativas por Danos Ambientais - Principal,0.0
2022,2,Multas Previstas em Legislação EspecÍfica - Principal,0.0
2022,2,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Civil,23719.37
2022,2,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Militar,23719.37
2022,2,Multas Previstas na Legislação de Trânsito Convênio Trânsito - Prefeitura,71243.29
2022,2,Multas e Juros - Contribuição de Melhoria,0.0
2022,2,Multas e Juros - Outras Receitas - Primárias,1569.61
2022,2,Multas e Juros da DÍvida Ativa - Imposto sobre Transmissão Inter Vivos de Bens Imóveis e de Direitos Reais sobre Imóveis,6.65
2022,2,Multas e Juros de Mora -  Imposto sobre Transmissão de Bens Imóveis e de Direitos Reais sobre Imóveis,-2504.04
2022,2,Multas e Juros de Mora - Imposto sobre Serviços de Qualquer Natureza - ISSQN,24187.86
2022,2,Multas e Juros de Mora - Imposto sobre a Propriedade Predial e Territorial Urbana,117.8
2022,2,Multas e Penalidades Aplicadas no Transporte Público,0.0
2022,2,Operações de Crédito Contratuais - Mercado Interno - Principal,0.0
2022,2,Outras Multas Previstas em Legislação Específica - Principal,0.0
2022,2,Outras Participações na Receita dos Estados,0.0
2022,2,Outras Receitas - Primárias - Principal,6741.61
2022,2,Outras Restituições - Principal,22136.43
2022,2,Outras Taxas pela Prestação de Serviços,39920.98
2022,2,Outras Transferências SUAS Estado Investimento,0.0
2022,2,Outras Transferências de Convênios da União e de Suas Entidades - Principal,0.0
2022,2,Outras Transferências de Convênios dos Estados e DF e de Suas Entidades - Principal,0.0
2022,2,Outras Transferências de Recursos da União e de suas Entidades - Principal,1219976.05
2022,2,Outros Serviços,0.0
2022,2,Outros Serviços Administrativos e Comerciais Gerais,0.0
2022,2,Piso Básico Fixo,0.0
2022,2,Piso Fixo de Média Complexidade - ABORDAGEM SOCIAL,0.0
2022,2,Piso Fixo de Média Complexidade - MSE,0.0
2022,2,Piso Fixo de Média Complexidade - PAEFI,0.0
2022,2,Piso de Transição de Média Complexidade,0.0
2022,2,Programa Bolsa Família - IGDBF/SUAS,0.0
2022,2,Programa IGD/SUAS,0.0
2022,2,Programa de Ações Estratégicas do Programa de Erradicação do Trabalho Infantil,0.0
2022,2,Programa do Piso de Alta Complexidade I - Criança/ Adolescente,0.0
2022,2,"Receitas Intra-Orçamentárias/Serviços de Captação,Adução,Tratamento...",0.0
2022,2,Recurso Centro de Atendimento Psicossocial - CAPS,28305.0
2022,2,Recurso Centro de Especialidades Odontológicas - CEO - Estadual,5067.86
2022,2,Recurso Estratégia Saúde da Família - Estadual,0.0
2022,2,Recurso Farmácia Básica - Estadual,35883.44
2022,2,"Recurso Medicamento, Diabete, Asma e Renite - HIPERDIA - Estadual",0.0
2022,2,Recurso NASF - Estadual,56896.65
2022,2,Recurso da Média e Alta Complexidade Ambulatorial - MAC - Estadual,0.0
2022,2,Recurso da Média e Alta Complexidade Ambulatorial - MAC - Federal,294530.05
2022,2,Recursos Piso de Atenção Básica - PAB - Estadual,13513.08
2022,2,Recuso Estratégia Saúde Bucal - Estadual,0.0
2022,2,Remuneração de AplicaçÃµes de Recursos Outras Transferências da União,-0.61
2022,2,Remuneração de Aplicações de Emendas Parlamentares Impositivas - Transferências do Estado,8334.529999999999
2022,2,Remuneração de Aplicações de Outras Transferências do FNDE,0.0
2022,2,Remuneração de Aplicações de Recursos CIDE,3493.63
2022,2,Remuneração de Aplicações de Recursos COSIP,37057.94
2022,2,Remuneração de Aplicações de Recursos Convênio Polícia Civil,669.25
2022,2,Remuneração de Aplicações de Recursos Convênio Polícia Militar,0.0
2022,2,Remuneração de Aplicações de Recursos Convênio Trânsito Prefeitura,2162.32
2022,2,Remuneração de Aplicações de Recursos Convênios Estado Educação,0.0
2022,2,Remuneração de Aplicações de Recursos Convênios Estado Outros,1041.33
2022,2,Remuneração de Aplicações de Recursos Convênios União Educação,186.77
2022,2,Remuneração de Aplicações de Recursos Convênios União Outros,960.61
2022,2,Remuneração de Aplicações de Recursos Diretamente Arrecadados pela Administração Indireta e Fundos,10269.27
2022,2,Remuneração de Aplicações de Recursos FIA Imposto de Renda,10782.54
2022,2,Remuneração de Aplicações de Recursos FUNDEB,61738.0
2022,2,Remuneração de Aplicações de Recursos Operações de Crédito,34573.41
2022,2,Remuneração de Aplicações de Recursos PDDE,0.0
2022,2,Remuneração de Aplicações de Recursos PNAE,4877.96
2022,2,Remuneração de Aplicações de Recursos PNATE,321.67
2022,2,Remuneração de Aplicações de Recursos SALARIO EDUCAÇÃO,61406.54
2022,2,Remuneração de Aplicações de Recursos SESAN,33571.76
2022,2,Remuneração de Aplicações de Recursos de Convênios - Estado/Assistência Social,0.0
2022,2,Remuneração de Aplicações de Recursos de Convênios - União/Assistência Social,0.0
2022,2,Remuneração de Aplicações de Recursos do SUAS/Estado,2999.53
2022,2,Remuneração de Aplicações de Recursos do SUAS/União,10231.22
2022,2,Remuneração de Aplicações de Recursos não Vinculados,637700.5700000001
2022,2,Remuneração de Recursos do RPPS - Aplicação no Exterior,0.0
2022,2,Remuneração dos Recursos do  RPPS - Fundo Imobiliário,4320.1
2022,2,Remuneração dos Recursos do  RPPS - Renda Fixa,751359.76
2022,2,Remuneração dos Recursos do  RPPS - Renda Variavel,6324917.28
2022,2,Restituição de Despesas de Exercícios Anteriores,1780.8
2022,2,Serviço de Atendimento Móvel de Urgência - SAMU - Federal,21919.0
2022,2,Serviço de Convivência e Fortalecimento de Vínculos,0.0
2022,2,Serviços Administrativos e Comerciais Gerais PM Bombeiros,0.0
2022,2,Serviços Agropecuários,8047.52
2022,2,Serviços de Atendimento á Saúde Outros Serviços de Saúde,0.0
2022,2,"Serviços de Captação, Adução, Tratamento, Reserva e Distribuição de água",1947299.81
2022,2,Serviços de Cemitério,0.0
2022,2,Serviços de Limpeza de Terrenos Baldios,0.0
2022,2,Serviços de Registro,215463.7
2022,2,"Serviços de Registro, Certificação e Fiscalização Intra Orçamentárias",0.0
2022,2,"Taxa de Apreensão, Depósito ou Liberação de Animais",0.0
2022,2,Taxa de Fiscalização de Vigilância Sanitária,72138.26
2022,2,Taxa de Licença para Execução de Obras,21226.24
2022,2,"Taxa de Licença para Func. Estab.Com., Indústrias e Prestadoras de Serviços",516853.79
2022,2,Taxa de Regularizaçao de Imoveis,5479.53
2022,2,Taxas de Fiscalizalização de Ocupação e Permanencia Publica,0.0
2022,2,Taxas de Fiscalização de Anúncios,0.0
2022,2,"Taxas de Fiscalização de Temporada, Eventual e Ambulante",0.0
2022,2,"Taxas de Inspeção, Controle e Fiscalização - Multas e Juros",0.0
2022,2,Taxas pela Prestação de Serviços - Expediente,20788.07
2022,2,Taxas pela Prestação de Serviços - Principal,0.0
2022,2,Transferência Financeira do ICMS Desoneração  L.C. Nº 87/96 - Principal,19646.25
2022,2,Transferência de Recursos do SUS - CORONAVIRUS (COVID-19),159000.0
2022,2,Transferência de Recursos do SUS - Gestão do SUS,0.0
2022,2,Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola PDDE - Principal,0.0
2022,2,Transferências SUAS Estado - Abrigo Municipal Investimento,0.0
2022,2,Transferências SUAS Estado - BENEFICIO EVENTUAL VULNERABILIDADE MOMENTANEA ESTADO - CUSTEIO,0.0
2022,2,Transferências SUAS Estado - Beneficios Eventuais,0.0
2022,2,Transferências SUAS Estado - CRAS Custeio,0.0
2022,2,Transferências SUAS Estado - CRAS Investimento,0.0
2022,2,Transferências SUAS Estado - CREAS Custeio,0.0
2022,2,Transferências SUAS Estado - CREAS Investimento,0.0
2022,2,Transferências SUAS Estado - Custeio do Abrigo Municipal,0.0
2022,2,Transferências de Convénio da União destinadas a Programas de Educação - Principal,0.0
2022,2,Transferências de Convênio da União para o Sistema único de Saúde  SUS - Principal,0.0
2022,2,Transferências de Convênios da União Destinadas a Programas de Assistência Social - Principal,0.0
2022,2,Transferências de Convênios da União Destinadas a Programas de Educação - Principal,0.0
2022,2,Transferências de Convênios da União para o Sistema Único de Saúde SUS - Principal,0.0
2022,2,Transferências de Convênios dos Estados Destinadas a Programas de Educação - Principal,0.0
2022,2,Transferências de Convênios dos Estados e DF para o Sistema Único de Saúde SUS - Principal,0.0
2022,2,Transferências de Instituições Privadas,292647.38
